#{"t_start": 1779600975.013974, "env_id": "None"}
r,l,t
-10.474473,219,980.314104
-10.724498,113,980.344285
-11.195425,168,980.409451
-11.42802,84,980.434297
-11.260119,100,980.485853
-10.91215,135,980.485916
-10.983119,96,980.56861
-13.064373,122,980.579709
-11.0546875,85,980.601359
-11.235706,107,980.709546
-15.047577,193,980.752744
-11.290743,139,980.773191
-10.837707,149,980.816352
-10.763047,135,980.904745
-10.552455,119,980.937565
-11.364547,128,980.984912
-10.928357,117,981.064713
-2.210804,104,981.07983
-12.392893,120,981.149929
-11.556735,71,981.173969
-11.946123,314,981.184454
-10.678047,116,981.221665
-10.997882,84,981.290065
-11.002896,114,981.306922
-11.402084,134,981.367481
-10.466004,102,981.499274
-11.771261,148,981.57721
-11.123071,266,981.657987
-11.579597,133,981.68521
-11.008304,199,981.714449
-10.778539,123,981.750393
-11.347918,76,981.763078
-11.442791,151,981.893156
-11.222567,180,981.962944
-10.633148,160,981.985077
-1.2197886,176,981.9965
-11.758597,100,982.035892
-11.090713,88,982.107072
-10.857028,81,982.107112
-11.24077,119,982.128429
-10.948242,93,982.160137
-1.4657402,119,982.27146
-10.3476095,118,982.291078
-12.233885,144,982.306007
-10.639901,139,982.354581
-10.877302,79,982.462045
-11.204019,127,982.479379
-0.8268118,153,982.498097
-10.819963,75,982.560908
-11.049999,275,982.645747
-10.88588,109,982.647314
-12.154817,133,982.660944
-11.804264,108,982.711835
-11.198153,82,982.761851
-11.371555,79,982.771864
-10.819321,113,982.807817
-11.875812,140,982.983521
-11.250658,127,983.023045
-10.851512,158,983.107609
-10.872042,96,983.121658
-14.5989685,221,983.148944
-11.061825,82,983.219003
-10.849406,108,983.297179
-12.249351,195,983.297229
-10.770379,83,983.33173
-11.49293,155,983.331765
-11.216836,106,983.442601
-11.756613,107,983.444183
-10.742511,88,983.453259
-12.865193,124,983.612644
-9.845311,117,983.612692
-10.819904,155,983.65441
-11.447914,256,983.686115
-10.992256,125,983.790353
-11.498721,187,983.943347
-10.6617775,117,983.948482
-10.7664585,288,984.012144
-10.639601,294,984.060225
-10.631847,134,984.124701
-11.766334,153,984.157225
-11.019306,110,984.16147
-10.595381,115,984.216908
-1.3134689,145,984.398384
-12.458302,124,984.406507
-11.261207,164,984.459047
-10.41642,158,984.523633
-10.71123,69,984.569372
-10.38814,123,984.689374
-11.123635,93,984.691012
-11.253392,245,984.750179
-11.184327,298,984.835176
-11.189713,113,984.851531
-10.696159,126,984.869801
-11.441341,98,984.969672
-10.806801,190,985.01786
-11.580299,139,985.043878
-1.4273014,147,985.075861
-12.219101,92,985.144737
-10.846919,130,985.150356
-10.865959,104,985.219975
-11.221791,155,985.25875
-10.754177,85,985.261531
-10.743194,91,985.344605
-10.960912,109,985.410683
-10.795476,71,985.441866
-0.009536743,240,985.478204
-11.576644,134,985.590421
-11.266222,126,985.60884
-1.7775946,113,985.629475
-10.843318,287,985.646194
-12.167437,90,985.71374
-11.357257,93,985.73667
-11.524867,87,985.748233
-11.664949,128,985.892298
-10.782217,87,985.923975
-10.881377,123,985.949491
-12.156266,128,985.994709
-10.791005,95,986.126271
-11.432543,174,986.132684
-10.701059,167,986.156943
-10.061455,196,986.223092
-11.697666,94,986.262552
-11.242512,107,986.273211
-10.699439,104,986.29899
-10.900676,100,986.396727
-11.392889,145,986.417645
-13.129665,131,986.448476
-11.031846,135,986.47929
-11.042472,110,986.600582
-11.67522,160,986.639268
-10.40078,138,986.670374
-10.981491,208,986.681718
-2.3171015,129,986.775699
-10.759366,99,986.799203
-11.388532,156,986.848794
-10.904203,120,986.967608
-12.470622,202,987.048536
-11.924723,297,987.08306
-11.202556,93,987.093287
-10.940081,216,987.143955
-10.890666,77,987.20039
-11.105766,87,987.204345
-10.623894,139,987.316548
-10.90887,80,987.388212
-11.048919,122,987.390355
-10.867371,93,987.413818
-11.127892,158,987.714902
-10.914525,122,987.754322
-1.3468504,185,987.820747
-10.964755,124,987.882734
-12.239459,117,987.913937
-11.284561,160,988.039773
-11.315867,377,988.091311
-10.389553,180,988.137307
-11.391039,113,988.199413
-11.352017,120,988.251655
-10.209854,251,988.265419
-10.800217,120,988.301159
-11.502339,145,988.403867
-10.77489,113,988.426996
-10.519949,149,988.464989
-10.696921,117,988.468847
-12.141362,105,988.552374
-11.121374,79,988.579751
-0.86980534,137,988.61893
-12.339193,121,988.636369
-10.714715,98,988.688499
-10.828047,88,988.701031
-10.899073,118,988.777415
-10.874409,120,988.7954
-11.09024,131,988.961256
-10.805195,106,989.021214
-1.7020178,182,989.099091
-10.975715,90,989.138009
-1.4233742,139,989.142277
-12.435399,352,989.237783
-11.102532,101,989.272732
-1.36026,150,989.304253
-1.3497572,144,989.339026
-11.629273,96,989.441902
-11.269864,162,989.468462
-11.317561,126,989.515964
-11.546225,176,989.521437
-10.730005,93,989.653343
-10.956501,138,989.661431
-1.7701254,123,989.689518
-11.00526,224,989.755805
-11.438429,96,989.795269
-10.893003,92,989.816521
-10.687424,111,989.904307
-10.634638,113,989.946301
-10.910255,126,989.98992
-10.981012,170,990.152218
-12.371905,161,990.182362
-12.661798,395,990.207828
-10.689133,93,990.308146
-10.788272,120,990.314992
-11.503658,144,990.488194
-10.659469,97,990.524998
-12.8298,357,990.573107
-11.423731,114,990.643376
-10.442808,113,990.67737
-1.3414602,104,990.712781
-11.190731,109,990.788002
-10.710576,92,990.80012
-11.568131,134,990.892503
-12.124773,373,990.905546
-12.197368,108,990.951359
-1.2446728,168,991.024296
-1.1697779,96,991.031941
-11.513956,70,991.118235
-11.7048435,142,991.146868
-11.227305,239,991.235409
-11.356543,160,991.248678
-10.7806835,82,991.260165
-1.1175499,166,991.343905
-11.39892,106,991.394074
-11.650259,163,991.458972
-10.791051,154,991.471215
-10.715054,97,991.52195
-10.498681,134,991.524547
-10.841703,94,991.585354
-10.7667675,98,991.601114
-11.309456,104,991.668644
-11.356334,128,991.764253
-14.651908,186,991.867359
-1.358386,113,991.908458
-1.5813923,216,991.989572
-9.676135,122,992.018907
-1.454215,164,992.098699
-11.425397,152,992.123038
-11.075122,133,992.175102
-11.442766,187,992.282718
-10.623571,113,992.28277
-10.923358,141,992.297949
-10.628675,118,992.340776
-11.109209,107,992.431377
-1.6019468,110,992.43589
-10.981103,113,992.498255
-11.593108,178,992.544839
-11.007508,102,992.576061
-1.2444,121,992.59952
-10.9633045,123,992.666813
-10.990663,89,992.696808
-10.673238,126,992.76745
-10.445999,198,992.812885
-11.306332,142,992.86061
-11.593589,145,993.009303
-9.92787,115,993.013395
-11.680664,260,993.050411
-11.553551,236,993.091494
-11.6371975,110,993.248823
-10.29547,173,993.337626
-11.770799,210,993.396442
-11.091468,184,993.396495
-10.991437,115,993.555683
-11.512284,176,993.581178
-11.413169,242,993.677453
-10.452692,203,993.678792
-10.704322,100,993.694997
-11.306546,109,993.830576
-10.900148,137,993.887779
-11.841453,170,993.915476
-10.616632,254,993.932585
-10.982009,88,994.01054
-9.826384,112,994.087816
-11.3901205,85,994.126034
-10.472338,223,994.226465
-11.070862,116,994.250091
-11.298152,362,994.336139
-10.901961,78,994.338209
-10.699102,172,994.375034
-11.157292,84,994.457711
-11.053941,163,994.483624
-1.293664,109,994.52625
-11.242138,135,994.53096
-10.165504,112,994.648566
-11.04593,130,994.720108
-11.037838,190,994.731698
-12.846655,177,994.867899
-1.2210884,106,994.882577
-10.790821,75,994.907776
-11.004413,110,995.032248
-10.634209,138,995.056363
-1.0599155,190,995.17033
-11.253437,160,995.254199
-11.336939,150,995.265067
-11.589944,129,995.353608
-10.792027,101,995.397452
-11.662877,95,995.399112
-11.60991,430,995.413817
-1.6299133,114,995.507391
-11.490694,99,995.54898
-1.3790636,131,995.578055
-11.553709,164,995.628697
-12.093651,120,995.717726
-10.760744,124,995.750021
-10.785851,211,995.802669
-10.455678,168,995.858933
-11.508256,120,995.883596
-11.017018,72,995.962663
-10.475762,154,995.970686
-11.360593,97,996.029572
-11.349158,97,996.109736
-1.4391136,247,996.162816
-11.123714,117,996.197894
-10.792685,109,996.3374
-1.4792528,120,996.442672
-11.07563,150,996.449679
-11.626999,329,996.516125
-10.980394,216,996.638989
-10.893694,247,996.786702
-11.124516,203,996.800652
-11.326106,160,996.865048
-12.543319,400,997.007947
-10.750794,105,997.010634
-11.673095,183,997.055092
-11.2228775,262,997.157615
-10.936851,118,997.176519
-1.1927862,98,997.195922
-11.206148,158,997.236469
-10.541486,93,997.309188
-10.315511,154,997.373771
-11.793186,129,997.378039
-1.0883732,112,997.392461
-10.620165,172,997.551095
-11.112842,114,997.555755
-1.2163134,155,997.593387
-11.405915,217,997.689473
-10.670224,98,997.698694
-11.610924,149,997.894197
-9.989253,101,997.923547
-12.48621,98,997.927979
-11.021213,253,998.003494
-10.823778,90,998.053304
-10.447704,122,998.078438
-1.1033659,123,998.110788
-11.2029915,96,998.19835
-14.8846245,183,998.269146
-1.6614361,148,998.317424
-11.357949,95,998.326015
-10.709666,83,998.436872
-10.7952,266,998.446787
-10.968094,146,998.517167
-11.536647,192,998.534454
-11.708319,109,998.593734
-10.950673,173,998.694784
-10.746498,122,998.710325
-10.719175,138,998.716804
-12.082811,123,998.768548
-11.072195,82,998.824613
-11.418709,113,998.854668
-11.45128,117,998.941167
-10.688198,115,999.02445
-10.878959,236,999.056313
-11.162477,170,999.073318
-10.522524,117,999.193582
-10.533891,101,999.202992
-12.4238615,214,999.335651
-11.535231,161,999.392899
-11.431471,93,999.413548
-10.961376,92,999.464579
-11.554511,142,999.490681
-10.931791,80,999.58366
-11.417622,160,999.621796
-10.983674,150,999.628114
-11.564943,127,999.675212
-10.9343405,84,999.744364
-11.300361,132,999.777686
-12.068277,142,999.842554
-10.846652,221,999.998147
-10.855777,132,1000.027663
-11.28247,186,1000.043097
-11.202008,74,1000.102749
-11.136752,274,1000.138978
-12.186553,177,1000.26993
-11.053647,141,1000.330188
-10.6742325,211,1000.333017
-12.048039,212,1000.393261
-10.948468,121,1000.437757
-1.3343077,122,1000.505586
-11.246673,123,1000.572732
-10.831316,90,1000.635933
-11.015462,135,1000.637578
-13.164526,113,1000.887968
-10.873941,339,1000.911842
-11.835471,191,1000.936887
-11.611762,149,1000.94058
-11.133723,92,1001.008703
-10.667377,119,1001.097147
-10.358526,147,1001.131279
-10.940075,177,1001.250702
-11.346891,127,1001.270312
-10.752478,274,1001.280063
-12.500301,119,1001.293369
-10.728917,102,1001.39242
-10.558198,131,1001.459897
-1.7567949,150,1001.476668
-11.5406685,158,1001.511475
-10.77224,133,1001.575731
-10.907214,99,1001.615938
-11.01902,116,1001.623832
-10.1192665,163,1001.802831
-11.5472355,220,1001.816104
-10.997678,145,1001.82093
-10.536347,158,1001.831122
-10.779552,90,1001.9433
-0.9933071,115,1001.990227
-10.711795,187,1002.07099
-9.832124,272,1002.164053
-10.81054,149,1002.185494
-11.198608,99,1002.202011
-10.525126,203,1002.293934
-10.800369,114,1002.405563
-10.643398,81,1002.409846
-10.881378,113,1002.440755
-11.13227,137,1002.461098
-11.345228,132,1002.599544
-10.920393,154,1002.626161
-12.114971,119,1002.630532
-11.104311,95,1002.730387
-1.0788155,226,1002.76144
-11.064346,160,1002.851803
-11.85923,134,1002.919271
-11.005302,262,1002.997345
-10.492438,183,1003.017565
-11.142346,177,1003.167284
-10.528127,161,1003.217357
-11.08875,270,1003.221936
-1.5134706,209,1003.295748
-10.9328785,108,1003.367014
-11.988759,136,1003.398897
-11.702415,134,1003.480749
-11.162613,276,1003.538373
-11.802048,135,1003.552002
-10.547756,114,1003.556357
-1.0659771,103,1003.681593
-11.668066,93,1003.765634
-10.412974,173,1003.803931
-11.946066,156,1003.851024
-11.027827,95,1003.898697
-10.863728,90,1003.929332
-11.7430315,152,1003.977369
-11.085304,89,1004.027001
-11.659114,140,1004.128093
-10.526209,116,1004.140521
-11.185147,102,1004.16835
-11.4574995,268,1004.22493
-14.48809,126,1004.343812
-10.429967,166,1004.357141
-10.86124,96,1004.473112
-1.5747719,189,1004.484942
-11.17033,262,1004.49864
-11.205903,134,1004.544107
-10.967925,88,1004.633001
-11.053559,114,1004.642449
-10.603622,109,1004.702552
-11.094989,99,1004.771636
-11.136226,201,1004.777435
-11.316121,96,1004.838225
-1.2920446,160,1004.868135
-11.350196,105,1004.921467
-12.035601,128,1004.959794
-11.695716,121,1005.010431
-10.772202,88,1005.046383
-10.83149,134,1005.060289
-10.590226,107,1005.11466
-11.485865,139,1005.28816
-11.826156,80,1005.303894
-11.097541,151,1005.339933
-10.871665,161,1005.36539
-12.08464,142,1005.484278
-10.8100605,102,1005.508622
-0.6609268,155,1005.556246
-11.963075,118,1005.656679
-11.312525,274,1005.691703
-10.394555,157,1005.731354
-11.506764,83,1005.767676
-11.107168,156,1005.774775
-1.3637104,95,1005.861267
-11.015169,122,1005.937756
-11.626525,111,1006.015147
-10.654074,241,1006.02472
-11.231483,156,1006.1531
-11.364469,303,1006.189031
-10.337488,139,1006.203411
-1.3515186,134,1006.204788
-10.922538,78,1006.314754
-10.833929,92,1006.320499
-1.1389637,178,1006.398629
-10.970034,89,1006.438786
-10.911431,89,1006.444388
-11.498747,76,1006.551583
-10.430791,118,1006.604225
-10.858803,171,1006.637294
-11.481993,84,1006.744998
-11.866599,345,1006.763988
-10.896068,98,1006.815835
-11.280085,74,1006.845579
-11.035335,147,1006.964616
-10.760043,196,1006.984205
-11.471019,104,1006.989564
-11.39522,136,1007.152245
-11.154623,245,1007.153733
-10.933443,158,1007.207284
-11.398617,72,1007.257171
-11.145659,125,1007.334582
-11.657984,272,1007.372192
-11.1140995,107,1007.406981
-1.2468739,175,1007.450079
-1.1443052,93,1007.497595
-10.7643385,138,1007.592091
-10.886016,192,1007.593679
-11.076271,139,1007.63974
-11.010602,146,1007.699697
-14.139313,119,1007.759521
-11.026747,106,1007.785913
-10.909042,205,1007.877028
-10.636494,182,1007.949726
-12.25675,129,1007.963879
-10.685339,161,1007.982151
-10.744057,102,1008.018619
-10.839676,80,1008.06018
-11.506659,117,1008.222842
-0.99692535,168,1008.275594
-1.1402597,166,1008.326371
-10.351139,145,1008.340973
-10.866603,94,1008.354411
-10.758814,109,1008.435198
-10.911131,83,1008.454551
-11.217545,114,1008.518641
-10.617103,109,1008.525522
-10.677559,106,1008.596349
-10.692398,99,1008.663634
-11.184678,92,1008.722822
-11.613967,192,1008.729331
-11.636067,120,1008.832004
-10.97046,247,1008.867012
-1.1714478,165,1008.96436
-11.406418,118,1009.008617
-11.758199,116,1009.036859
-10.803956,250,1009.089939
-10.776839,127,1009.180957
-12.198388,173,1009.202262
-12.318513,133,1009.220026
-12.446294,130,1009.270317
-10.843382,105,1009.328861
-10.735918,99,1009.343381
-10.70721,130,1009.403479
-11.280671,146,1009.473342
-11.049965,109,1009.49415
-10.505409,190,1009.590743
-11.017967,103,1009.712633
-11.177485,196,1009.753605
-11.319211,178,1009.79991
-10.740437,94,1009.887374
-10.769467,96,1009.935251
-11.042796,213,1009.969297
-11.203572,126,1010.062399
-10.636994,102,1010.078754
-11.636558,298,1010.130608
-0.98787785,133,1010.242353
-10.820407,91,1010.256061
-10.994012,239,1010.297765
-10.333238,177,1010.317656
-10.800208,161,1010.47008
-10.934794,127,1010.49912
-10.841092,180,1010.508451
-10.77299,160,1010.525474
-11.009185,90,1010.632753
-10.590352,124,1010.668844
-10.954733,161,1010.691899
-10.517835,152,1010.735548
-10.902317,104,1010.818658
-11.574276,134,1010.823027
-10.5607605,204,1010.977501
-12.575211,140,1011.014119
-1.6809053,95,1011.227447
-10.769976,132,1011.243524
-13.025705,319,1011.260675
-11.626129,312,1011.334852
-11.010679,108,1011.394555
-11.007825,179,1011.476982
-10.749378,105,1011.542056
-10.961799,166,1011.56881
-11.132866,221,1011.570279
-11.324672,75,1011.580199
-10.613698,84,1011.694609
-11.12767,91,1011.707463
-10.639297,115,1011.711814
-11.213729,102,1011.733706
-1.60145,113,1011.861559
-1.5971527,125,1011.900126
-11.323114,177,1011.937423
-11.13331,173,1011.947166
-10.434212,125,1012.035626
-11.195309,114,1012.115393
-10.993914,161,1012.131635
-10.74918,93,1012.167042
-11.251713,94,1012.261725
-11.645572,82,1012.282745
-10.35091,250,1012.291569
-11.119741,137,1012.302799
-11.284939,140,1012.457071
-11.147468,125,1012.464789
-11.139545,94,1012.661701
-10.576477,128,1012.717817
-10.479644,246,1012.71923
-12.799056,350,1012.850038
-1.5109348,92,1012.853048
-11.232742,189,1012.930391
-11.4972,107,1013.000643
-11.076234,120,1013.016261
-10.959309,219,1013.027174
-10.786969,112,1013.088933
-10.984661,106,1013.156068
-10.954002,110,1013.187245
-11.079105,138,1013.216033
-11.3305855,102,1013.235667
-10.855318,81,1013.347264
-10.949428,110,1013.367528
-1.051568,186,1013.443467
-11.013641,221,1013.459072
-10.9021635,130,1013.524098
-11.503135,130,1013.544704
-11.053783,78,1013.566296
-10.654571,93,1013.570404
-11.237879,82,1013.681617
-1.4058733,100,1013.702131
-11.965511,119,1013.706341
-10.827261,136,1013.870547
-10.620261,152,1013.912444
-10.750847,284,1013.914006
-11.134182,151,1013.915536
-10.765243,127,1014.129797
-10.764217,105,1014.143355
-11.788105,156,1014.218795
-10.802999,89,1014.26665
-13.452211,119,1014.293772
-10.71511,216,1014.296815
-10.716405,130,1014.482593
-10.88018,169,1014.504193
-10.545533,164,1014.525654
-11.869194,251,1014.563826
-11.054085,117,1014.665838
-11.403395,115,1014.686356
-10.459636,115,1014.727275
-11.840319,142,1014.886129
-11.861404,297,1014.898538
-10.683415,124,1014.904566
-10.913265,174,1014.913489
-1.2154446,84,1015.01275
-10.721252,104,1015.028781
-11.716487,108,1015.062096
-10.70351,164,1015.12936
-11.077688,177,1015.250833
-10.546123,165,1015.250875
-11.02555,99,1015.258646
-10.4855585,124,1015.429299
-11.391517,156,1015.464727
-12.440506,328,1015.583399
-11.223784,218,1015.625858
-10.744291,90,1015.628669
-11.2977,71,1015.675588
-11.4647665,136,1015.724799
-11.0019245,108,1015.771881
-10.732087,108,1015.774607
-11.051363,166,1015.901495
-11.232729,134,1015.957233
-10.770693,226,1016.035471
-1.9184122,198,1016.04605
-1.3181448,111,1016.055941
-11.333908,112,1016.108257
-12.090594,90,1016.156418
-10.777149,90,1016.228527
-11.094778,177,1016.281937
-1.1601038,114,1016.307994
-10.79701,93,1016.352817
-14.941641,237,1016.372114
-10.99909,129,1016.460539
-10.72638,100,1016.49256
-11.423156,96,1016.507747
-11.411693,258,1016.665135
-11.630331,150,1016.699357
-11.137134,173,1016.699402
-14.646584,160,1016.731303
-10.74492,87,1016.823898
-10.746862,116,1016.829489
-10.67291,128,1016.910774
-11.281759,81,1016.937813
-10.724081,79,1016.940898
-11.598392,191,1017.052768
-10.700618,91,1017.150656
-10.6369505,95,1017.159085
-10.770016,111,1017.208374
-11.360545,93,1017.283012
-11.109325,272,1017.37143
-10.815919,131,1017.388356
-11.007516,97,1017.419098
-10.90634,216,1017.442823
-11.234812,73,1017.484185
-10.853608,118,1017.530977
-11.184592,148,1017.61803
-11.323527,142,1017.636683
-10.886052,141,1017.680044
-10.826278,137,1017.720052
-11.425218,89,1017.741928
-10.775112,109,1017.865134
-2.072916,115,1017.896297
-12.729419,197,1017.905919
-1.1962557,183,1017.928247
-11.338825,100,1018.030754
-10.690347,127,1018.038165
-11.077982,160,1018.122098
-10.495682,158,1018.140156
-10.651218,148,1018.23665
-1.210206,94,1018.247233
-10.776646,117,1018.297372
-12.669525,222,1018.330292
-10.8951845,83,1018.359835
-10.674379,112,1018.386218
-11.291191,74,1018.505749
-10.883553,122,1018.538326
-10.750352,95,1018.662879
-12.112268,162,1018.679067
-11.244898,176,1018.742528
-10.898832,121,1018.834096
-12.653692,329,1018.88515
-1.1118565,108,1018.894979
-11.4628725,158,1018.9015
-10.697063,119,1018.996471
-11.014643,93,1019.01236
-10.875824,116,1019.053294
-11.146134,75,1019.113742
-10.657823,186,1019.153393
-10.871381,142,1019.189849
-10.893217,106,1019.196414
-10.748901,96,1019.316283
-1.1543827,147,1019.392288
-10.789023,233,1019.429857
-10.778136,119,1019.48272
-10.736538,267,1019.516898
-1.2880096,102,1019.534384
-11.117846,80,1019.538907
-10.410967,135,1019.696273
-10.433942,131,1019.708427
-11.311565,132,1019.713462
-10.388244,215,1019.768869
-10.748395,108,1019.93259
-11.935055,115,1019.936356
-10.806876,86,1019.956351
-11.048107,174,1020.009361
-11.183115,72,1020.03874
-11.029781,75,1020.146052
-10.891157,151,1020.157464
-11.400242,138,1020.161541
-10.824466,77,1020.26414
-12.809812,191,1020.283157
-11.093241,156,1020.365534
-1.1821489,150,1020.370833
-10.842769,92,1020.392732
-1.5176659,135,1020.472434
-11.0704155,95,1020.499008
-11.421484,120,1020.538024
-1.1631889,147,1020.59377
-10.803112,134,1020.679726
-10.660773,179,1020.782168
-11.429601,287,1020.866033
-10.382271,158,1020.900811
-10.734409,95,1020.915067
-9.765364,277,1020.982075
-11.692372,115,1021.027189
-10.722,98,1021.035806
-10.767505,123,1021.147652
-10.868795,169,1021.147724
-10.794698,180,1021.279998
-11.136475,109,1021.389376
-10.593926,114,1021.396863
-11.785959,266,1021.480153
-11.389265,102,1021.525258
-11.257847,148,1021.591899
-11.202157,101,1021.61011
-1.5583477,191,1021.623498
-10.546209,152,1021.717928
-11.516469,177,1021.858001
-10.844442,104,1021.859329
-11.493526,206,1021.860653
-11.309149,103,1021.997811
-11.573598,300,1022.009696
-10.974159,111,1022.01128
-10.950446,154,1022.071257
-10.382691,133,1022.194236
-11.44854,153,1022.208953
-11.315104,201,1022.287239
-11.155901,204,1022.348198
-11.0655775,135,1022.389873
-10.734039,153,1022.40057
-11.1357975,130,1022.460327
-1.187355,96,1022.521079
-10.80476,113,1022.557881
-11.081165,108,1022.608923
-11.569854,195,1022.613146
-11.230765,139,1022.718264
-10.92257,126,1022.735121
-11.474636,132,1022.866137
-11.7640085,157,1022.906558
-11.29121,74,1023.013924
-11.0201845,165,1023.099262
-1.6707325,231,1023.127384
-1.796464,243,1023.127434
-1.1721725,139,1023.197054
-10.97214,85,1023.208488
-11.428316,90,1023.242973
-10.961308,148,1023.33157
-10.510393,111,1023.40959
-12.185699,229,1023.530565
-2.138957,260,1023.559893
-1.0189819,181,1023.579546
-10.950805,149,1023.60581
-0.8273821,146,1023.724389
-12.066132,111,1023.752437
-10.553303,168,1023.797303
-10.728068,80,1023.825764
-10.976416,95,1023.869141
-10.929385,270,1023.905882
-10.69621,76,1023.918225
-10.508026,144,1023.984798
-10.687952,81,1024.02198
-11.105925,111,1024.079755
-10.387984,116,1024.15026
-11.098463,149,1024.311275
-11.065537,125,1024.332911
-11.768872,123,1024.398213
-12.393675,326,1024.4009
-10.703507,147,1024.510168
-11.809622,152,1024.60169
-10.664014,105,1024.647671
-11.360724,275,1024.706952
-10.820543,155,1024.819607
-10.947097,105,1024.853631
-11.722324,380,1024.931452
-10.782501,90,1024.986155
-11.491242,117,1024.991381
-9.8240185,262,1025.025002
-11.000839,118,1025.094768
-10.802371,72,1025.124373
-14.924807,126,1025.157532
-10.810689,143,1025.18358
-10.79945,90,1025.303229
-10.538458,141,1025.310808
-11.110319,80,1025.422477
-10.728912,108,1025.45629
-11.260401,264,1025.518274
-11.748503,329,1025.542232
-12.249074,132,1025.601268
-11.531235,140,1025.811703
-11.256422,119,1025.84201
-11.076973,285,1025.926349
-10.72147,107,1025.965603
-11.05883,286,1025.996223
-12.4004755,146,1026.051953
-11.069705,113,1026.119578
-11.2561035,95,1026.1814
-1.0100498,161,1026.214093
-10.743286,75,1026.2223
-10.80114,84,1026.296096
-11.951605,313,1026.359795
-10.832875,123,1026.386832
-10.997073,79,1026.413631
-10.912333,228,1026.546776
-10.466107,142,1026.565282
-11.062763,131,1026.574755
-11.010587,134,1026.601917
-10.823094,107,1026.693641
-10.677902,116,1026.725962
-10.830112,151,1026.782447
-11.005154,78,1026.803303
-11.896524,149,1026.807369
-10.798242,123,1026.893867
-2.1004086,117,1026.945436
-10.802511,161,1027.029905
-0.9676819,170,1027.037501
-11.140736,111,1027.047389
-10.651167,101,1027.0811
-12.094352,100,1027.250843
-10.787921,134,1027.345848
-11.496366,200,1027.401179
-11.405053,113,1027.408784
-11.516816,222,1027.413201
-1.0685663,102,1027.486188
-10.840828,96,1027.536689
-11.374342,128,1027.572467
-11.204126,164,1027.633684
-11.047345,95,1027.666405
-11.077966,192,1027.745695
-1.6404734,134,1027.755558
-1.5126638,123,1027.834347
-10.403004,152,1027.841285
-1.4452524,137,1027.92944
-10.78501,130,1027.93086
-10.774939,108,1027.981145
-11.492042,103,1027.981266
-10.85269,114,1028.090075
-10.924095,107,1028.127831
-10.473974,138,1028.170081
-11.225687,187,1028.188262
-10.9176035,97,1028.223838
-10.459369,119,1028.295066
-11.40361,110,1028.341598
-10.448709,89,1028.347229
-1.3124018,132,1028.353901
-1.8900108,112,1028.452398
-10.916289,87,1028.467543
-10.837005,69,1028.643665
-11.581484,161,1028.655676
-10.92834,145,1028.734161
-11.438819,110,1028.795287
-11.173037,130,1028.838014
-10.996462,88,1028.85913
-10.826923,88,1028.957252
-11.42129,406,1029.000942
-10.388031,251,1029.140761
-12.098464,231,1029.169312
-1.4752655,165,1029.179248
-10.727344,106,1029.281639
-11.1027975,96,1029.299804
-11.237486,234,1029.317117
-11.980039,115,1029.336244
-11.027706,152,1029.508339
-10.940237,157,1029.530826
-10.889703,83,1029.619227
-10.866554,279,1029.660118
-10.494728,108,1029.677706
-10.870291,288,1029.729542
-12.326597,142,1029.821782
-11.024716,106,1029.830603
-1.9173422,123,1029.907425
-10.837577,122,1029.998868
-10.603611,194,1030.194803
-10.928127,179,1030.251177
-10.802366,162,1030.313856
-10.798449,75,1030.418389
-11.40097,130,1030.432798
-12.296629,494,1030.450566
-11.173478,262,1030.560614
-1.4023619,118,1030.582813
-11.587364,119,1030.597418
-1.334816,134,1030.745866
-1.8514147,129,1030.776053
-10.316798,254,1030.801118
-10.637363,76,1030.875581
-10.611628,253,1030.929566
-10.512874,99,1030.936476
-11.145792,91,1031.004154
-11.045875,248,1031.085126
-1.7819319,128,1031.104619
-11.237237,236,1031.333555
-10.798029,293,1031.347427
-10.849239,211,1031.40449
-11.885654,294,1031.568395
-10.860823,126,1031.642597
-11.371668,182,1031.665087
-10.772636,99,1031.704024
-11.93917,238,1031.734473
-11.081578,97,1031.833282
-11.062228,176,1031.883704
-11.0033,181,1031.982208
-10.71806,86,1032.006555
-10.743149,80,1032.090698
-12.132282,212,1032.128115
-11.842448,344,1032.139095
-10.748285,122,1032.172657
-10.756089,90,1032.251599
-10.743194,148,1032.294733
-11.111349,138,1032.358794
-11.091244,139,1032.437597
-10.838317,242,1032.463903
-11.173859,171,1032.522175
-11.062534,88,1032.559108
-10.925992,211,1032.64503
-1.6787767,133,1032.646548
-10.695639,101,1032.694497
-10.481623,176,1032.762201
-11.014818,86,1032.762281
-10.445349,104,1032.835602
-11.123602,195,1032.905537
-10.918177,142,1033.02734
-1.2620773,112,1033.061703
-10.891643,80,1033.139686
-11.152375,184,1033.238198
-11.047644,299,1033.244798
-10.845538,138,1033.251494
-1.381978,111,1033.385149
-11.140998,200,1033.410273
-10.723464,119,1033.411878
-12.550722,181,1033.490488
-10.721434,99,1033.543229
-10.796943,109,1033.555237
-1.2160406,128,1033.558043
-10.964529,100,1033.679762
-10.830062,164,1033.780822
-11.140806,176,1033.793971
-10.704353,96,1033.808302
-11.186943,76,1033.909275
-10.878037,334,1033.936802
-10.82782,127,1033.950346
-10.745173,122,1033.957985
-1.083188,109,1034.057742
-10.997342,94,1034.084036
-11.385472,122,1034.101756
-11.241167,108,1034.231493
-10.676874,101,1034.239629
-11.917681,217,1034.244753
-12.452855,148,1034.258504
